Price,Open,High,Low,Close,Volume,Pct Change
Ticker,CMG,CMG,CMG,CMG,CMG,
Date,,,,,,
2024-05-03,63.18560028076172,63.52799987792969,62.97679901123047,63.107601165771484,13470000,0.4261620339660821
2024-05-06,63.190799713134766,64.04440307617188,63.190799713134766,63.981998443603516,9970000,1.3855657031474733
2024-05-07,64.11499786376953,64.23519897460938,63.497798919677734,63.873600006103516,11085000,-0.16942021214849667
2024-05-08,64.08000183105469,64.31999969482422,63.620601654052734,63.665000915527344,10300000,-0.3265810766204469
2024-05-09,63.65999984741211,64.6594009399414,63.37699890136719,64.6594009399414,12270000,1.5619257207479809
2024-05-10,64.88020324707031,65.19999694824219,64.37640380859375,64.78459930419922,8235000,0.19362747324878082
2024-05-13,64.77999877929688,64.7844009399414,63.74919891357422,63.90800094604492,8420000,-1.3530968279022448
2024-05-14,63.65999984741211,63.959999084472656,63.42839813232422,63.53340148925781,7750000,-0.5861542392843311
2024-05-15,63.414398193359375,63.80839920043945,63.2151985168457,63.36600112915039,9965000,-0.2634840197179189
2024-05-16,63.46620178222656,63.623600006103516,62.769798278808594,62.917598724365234,9935000,-0.7076387917729576
2024-05-17,62.904598236083984,64.3458023071289,62.904598236083984,64.26860046386719,14390000,2.147255723188901
2024-05-20,64.39959716796875,64.85320281982422,63.481998443603516,63.527801513671875,14200000,-1.152660778122594
2024-05-21,63.79999923706055,63.835201263427734,63.349998474121094,63.45600128173828,10095000,-0.11302174830989387
2024-05-22,63.52399826049805,63.64080047607422,62.8202018737793,63.06760025024414,9060000,-0.6120792732742131
2024-05-23,63.20000076293945,63.3120002746582,62.60879898071289,62.76559829711914,10610000,-0.4788543593329919
2024-05-24,63.0,63.30179977416992,62.857601165771484,63.03260040283203,9835000,0.4253956195063413
2024-05-28,63.20000076293945,63.23379898071289,62.599998474121094,63.07680130004883,11870000,0.07012386754523536
2024-05-29,62.805999755859375,62.80939865112305,61.402801513671875,61.457000732421875,16870000,-2.567981467420577
2024-05-30,61.614601135253906,62.1598014831543,61.10540008544922,62.116798400878906,10735000,1.07359236635991
2024-05-31,62.52180099487305,62.59040069580078,61.187400817871094,62.59040069580078,15065000,0.7624383534151624
2024-06-03,62.7775993347168,63.03900146484375,60.59280014038086,61.52939987182617,16625000,-1.695149435344312
2024-06-04,62.25659942626953,62.25659942626953,61.26620101928711,61.5807991027832,20615000,0.08353605116269147
2024-06-05,61.880001068115234,63.22140121459961,61.639198303222656,62.959598541259766,11740000,2.2390086821953092
2024-06-06,63.45000076293945,64.41780090332031,63.061798095703125,64.23320007324219,12780000,2.0228869965677854
2024-06-07,64.53340148925781,64.79979705810547,63.26900100708008,63.380401611328125,14230000,-1.327659934335601
2024-06-10,63.38019943237305,63.52619934082031,62.41999816894531,62.597599029541016,10355000,-1.2350861810367486
2024-06-11,62.325599670410156,62.66659927368164,61.635799407958984,62.604000091552734,9725000,0.010225730876189942
2024-06-12,62.75019836425781,63.85380172729492,62.480201721191406,63.415199279785156,17000000,1.295762550389945
2024-06-13,63.76559829711914,65.87059783935547,63.76559829711914,65.3051986694336,24240000,2.9803570928001566
2024-06-14,65.3998031616211,65.50599670410156,64.74579620361328,65.43419647216797,13975000,0.19753067958241388
2024-06-17,66.53240203857422,67.68080139160156,65.9000015258789,67.30919647216797,21200000,2.865474172663718
2024-06-18,68.69999694824219,69.26139831542969,67.4000015258789,68.55220031738281,34735000,1.8467073005823398
2024-06-20,68.9115982055664,68.9115982055664,63.7599983215332,64.28839874267578,42465000,-6.219788066563137
2024-06-21,64.50399780273438,64.66680145263672,63.864200592041016,64.20980072021484,29525000,-0.12225848519814564
2024-06-24,64.29499816894531,64.45999908447266,63.28419876098633,63.87480163574219,20645000,-0.5217257812905607
2024-06-25,64.32599639892578,65.79540252685547,64.27999877929688,65.66079711914062,24055000,2.796087717944551
2024-06-26,65.80999755859375,66.30999755859375,62.75,65.86000061035156,27266300,0.3033826879218049
2024-06-27,65.87999725341797,65.88999938964844,61.84000015258789,62.40999984741211,28454200,-5.238385561747472
2024-06-28,62.029998779296875,63.77000045776367,61.56999969482422,62.650001525878906,22128100,0.3845564477705121
2024-07-01,62.689998626708984,62.7599983215332,60.25,61.810001373291016,19650600,-1.3407823338055458
2024-07-02,61.540000915527344,62.31999969482422,60.459999084472656,61.400001525878906,18369200,-0.6633228252754475
2024-07-03,61.04999923706055,62.810001373291016,60.84000015258789,61.58000183105469,12651800,0.2931600988640204
2024-07-05,61.560001373291016,62.959999084472656,61.20000076293945,62.75,12845000,1.8999644919712955
