Price,Open,High,Low,Close,Volume,Pct Change
Ticker,LITE,LITE,LITE,LITE,LITE,
Date,,,,,,
2024-05-03,45.7599983215332,46.20000076293945,44.349998474121094,44.7400016784668,1795300,1.0160324083029915
2024-05-06,45.47999954223633,45.47999954223633,43.95000076293945,44.11000061035156,3331000,-1.408138230845113
2024-05-07,47.40999984741211,48.119998931884766,41.31999969482422,41.400001525878906,4259100,-6.143729419574495
2024-05-08,41.029998779296875,43.209999084472656,40.810001373291016,42.59000015258789,2976300,2.8743927121962054
2024-05-09,42.38999938964844,43.93000030517578,41.84000015258789,43.61000061035156,1335200,2.3949294531798504
2024-05-10,43.70000076293945,44.099998474121094,43.33000183105469,43.790000915527344,834700,0.41275006341792153
2024-05-13,43.93000030517578,45.38999938964844,43.77000045776367,44.0,979300,0.47955944298276876
2024-05-14,44.470001220703125,45.13999938964844,44.27399826049805,44.61000061035156,788000,1.3863650235262703
2024-05-15,45.20000076293945,45.8489990234375,44.540000915527344,45.720001220703125,1242000,2.4882326724156023
2024-05-16,45.65999984741211,46.939998626708984,44.790000915527344,46.79999923706055,1076300,2.3622003226639654
2024-05-17,46.939998626708984,47.36000061035156,45.939998626708984,46.04999923706055,785500,-1.6025641286892989
2024-05-20,45.939998626708984,47.52000045776367,45.939998626708984,47.189998626708984,1055500,2.4755687481770483
2024-05-21,46.7599983215332,46.7599983215332,45.65999984741211,46.0099983215332,852000,-2.500530492721642
2024-05-22,46.16999816894531,46.40999984741211,45.20000076293945,45.4900016784668,850400,-1.1301818344623626
2024-05-23,45.970001220703125,46.61000061035156,45.189998626708984,45.91999816894531,1061400,0.9452549452906744
2024-05-24,46.16999816894531,46.5,45.439998626708984,46.279998779296875,919600,0.7839734858592129
2024-05-28,46.599998474121094,46.6349983215332,44.83000183105469,44.880001068115234,1037500,-3.025059957019538
2024-05-29,44.040000915527344,44.27000045776367,43.380001068115234,43.43000030517578,880300,-3.2308394127236295
2024-05-30,43.61000061035156,43.880001068115234,42.86000061035156,43.36000061035156,831500,-0.16117820477168365
2024-05-31,43.540000915527344,43.880001068115234,42.189998626708984,43.5,823800,0.3228768165999929
2024-06-03,44.189998626708984,44.849998474121094,43.34000015258789,44.209999084472656,855400,1.632181803385424
2024-06-04,43.68000030517578,43.68000030517578,42.974998474121094,43.02000045776367,644000,-2.691695660149729
2024-06-05,43.34000015258789,45.470001220703125,43.20000076293945,45.400001525878906,700100,5.5323129771973845
2024-06-06,45.810001373291016,46.459999084472656,45.2599983215332,45.59000015258789,679200,0.4184991637074864
2024-06-07,44.970001220703125,45.83000183105469,44.82500076293945,45.790000915527344,591900,0.4386943677781474
2024-06-10,45.16999816894531,47.119998931884766,45.11000061035156,46.970001220703125,829300,2.5769824887154513
2024-06-11,46.720001220703125,46.720001220703125,44.939998626708984,45.470001220703125,776200,-3.1935277006951424
2024-06-12,46.61000061035156,48.38999938964844,46.369998931884766,46.90999984741211,1080300,3.16692014086275
2024-06-13,46.80500030517578,47.709999084472656,45.959999084472656,47.54999923706055,583600,1.3643133483909997
2024-06-14,47.0,47.46500015258789,46.382999420166016,47.279998779296875,408600,-0.567824315658938
2024-06-17,47.279998779296875,50.08000183105469,47.06399917602539,50.0,1084100,5.752963813303169
2024-06-18,50.0099983215332,50.72999954223633,49.41999816894531,49.58000183105469,974500,-0.839996337890625
2024-06-20,49.43000030517578,49.56999969482422,47.834999084472656,47.90999984741211,905100,-3.3682975432981155
2024-06-21,47.91999816894531,48.9900016784668,47.529998779296875,48.65999984741211,1216400,1.565435195968834
2024-06-24,48.45000076293945,49.43000030517578,47.52000045776367,47.58000183105469,472700,-2.2194780512619694
2024-06-25,47.58000183105469,49.46500015258789,47.20000076293945,49.189998626708984,587500,3.3837678303817897
2024-06-26,49.040000915527344,49.34000015258789,48.38999938964844,49.130001068115234,621700,-0.12197105157302213
2024-06-27,49.0,49.130001068115234,47.84000015258789,49.040000915527344,599400,-0.18318776843320173
2024-06-28,49.400001525878906,51.5,49.099998474121094,50.91999816894531,1576400,3.833599547961497
2024-07-01,50.630001068115234,51.77000045776367,50.470001220703125,51.43000030517578,1118300,1.0015753231929603
2024-07-02,51.29999923706055,54.0,51.29999923706055,53.939998626708984,1492400,4.88041669577941
2024-07-03,54.08000183105469,54.51499938964844,53.79999923706055,54.2400016784668,537700,0.5561791979899366
2024-07-05,54.13999938964844,55.43000030517578,53.76599884033203,55.349998474121094,677300,2.0464542059462465
2024-07-08,55.79999923706055,57.540000915527344,55.400001525878906,56.189998626708984,1475100,1.5176154936673347
2024-07-09,56.11000061035156,56.4900016784668,55.0369987487793,55.84000015258789,844200,-0.6228839342856451
2024-07-10,56.2599983215332,56.540000915527344,55.33000183105469,56.2599983215332,968700,0.7521457159699763
2024-07-11,56.79999923706055,57.560001373291016,56.04999923706055,57.33000183105469,1234600,1.9018904042731766
2024-07-12,57.84000015258789,60.400001525878906,57.43000030517578,59.2400016784668,1351700,3.3315886733104705
2024-07-15,59.150001525878906,59.630001068115234,57.83000183105469,57.970001220703125,1086900,-2.143822454051858
2024-07-16,58.27000045776367,59.189998626708984,57.130001068115234,59.09000015258789,1326600,1.9320319273768982
2024-07-17,58.33000183105469,58.619998931884766,56.869998931884766,57.40999984741211,1362700,-2.8431211725123084
2024-07-18,57.5,57.93000030517578,54.5,55.5,2316400,-3.3269462680519557
2024-07-19,55.5099983215332,55.72999954223633,54.29999923706055,54.77000045776367,960600,-1.3153144905159064
2024-07-22,55.619998931884766,55.83000183105469,54.54999923706055,55.41999816894531,1023900,1.1867768956527414
2024-07-23,54.86000061035156,55.45000076293945,54.029998779296875,54.79999923706055,1069900,-1.1187278101214115
2024-07-24,54.119998931884766,54.81999969482422,52.66999816894531,52.709999084472656,1323600,-3.8138689446813867
2024-07-25,52.779998779296875,52.779998779296875,50.709999084472656,50.83000183105469,1568100,-3.566680489607099
2024-07-26,51.45000076293945,51.86000061035156,50.54499816894531,51.83000183105469,1255200,1.967342049925036
2024-07-29,51.9900016784668,52.91999816894531,51.47999954223633,51.79999923706055,628200,-0.05788653855721693
2024-07-30,51.86000061035156,52.2400016784668,48.560001373291016,49.04999923706055,2319900,-5.308880387072479
2024-07-31,50.36000061035156,52.90999984741211,50.01100158691406,51.779998779296875,2367700,5.565748388786185
2024-08-01,52.119998931884766,52.90999984741211,47.65999984741211,48.0099983215332,2060600,-7.280804454694245
2024-08-02,46.29999923706055,47.025001525878906,44.290000915527344,44.33000183105469,1795900,-7.665062735126115
2024-08-05,40.70000076293945,42.13999938964844,38.28499984741211,41.470001220703125,3650000,-6.451614013577666
2024-08-06,41.810001373291016,43.08000183105469,40.959999084472656,41.59000015258789,1654300,0.289363222455985
2024-08-07,42.650001525878906,43.97999954223633,40.2599983215332,40.279998779296875,1425100,-3.1497989143659644
2024-08-08,42.119998931884766,43.41999816894531,40.900001525878906,43.34000015258789,1536400,7.596825883877134
2024-08-09,43.220001220703125,43.65999984741211,42.04999923706055,43.25,950300,-0.20766071128525132
2024-08-12,43.77000045776367,45.90999984741211,43.279998779296875,44.939998626708984,1509000,3.9075112756277175
2024-08-13,45.4900016784668,46.56999969482422,44.77000045776367,46.2400016784668,2362400,2.8927527625361105
